smiles,tg_celsius
*CCCCCCCc1ccc(-c2nnc(*)s2)o1,20.0
*CCCCCCCc1ccc(C[Si](*)(C)CCC(C)C)cc1,-60.0
*CCCCCCN(*)C(=O)CCCCCCC=CC=C,-40.0
*CCCCCCN(*)C(=O)CCCCCCCC,-40.0
*CCCCCCN(*)C(=O)c1cc(F)c(F)c(Cl)c1F,45.0
*CCCCCCN(*)c1ccc(C(C)(C)C)cc1,-20.0
*CCCCCCN(*)c1cccc(C)c1,-20.0
*CCCCCCN(C)C(=O)CCCCCCCCC(=O)N(C)Cc1ccc(C)c(N*)c1,45.0
*CCCCCCN(C)C(=O)NCCCCCCCCCCNC(=O)c1cc(N)c(C(=O)N*)cc1C,65.0
*CCCCCCN(C)C(=O)c1cccc(C(=O)NCNC(=O)S*)c1,45.0
*CCCCCCN(C)CC(=O)NCCCCCCNC(=O)N*,-10.0
*CCCCCCN(C)O[Si](C)(C)c1ccc(C(=O)N(*)C)cc1,15.0
*CCCCCCN(CC)C(=O)c1ccc(C(*)=O)cc1,40.0
*CCCCCCN(CCBCCOC(=O)NCCC(=O)O*)CS(=O)(=O)CCC(C)C,-20.0
*CCCCCCN(CCCCCC[Si](*)(C)C)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,-20.0
*CCCCCCN(CCOC(=O)CCC(O)C(=O)N*)c1ccccc1,-20.0
*CCCCCCN(CCOC(=O)NCCCCCCCNC(=O)O*)c1ccc(OCCCCCCC)cc1,-20.0
*CCCCCCN1C(=O)c2ccc(C(C)(C)c3ccc(C4(*)OC(=O)c5ccccc54)cc3C)cc21,190.0
*CCCCCCN1C=CC(=C=C=*)C(C)(C#N)CC1,85.0
*CCCCCCN1OCCOc2ccc(C(=O)O*)cc2C1=O,65.0
*CCCCCCNC(=O)/C=C/C=C/C=C/C(=O)NCCCCCC*,45.0
*CCCCCCNC(=O)C(*)C(=O)OC,-20.0
*CCCCCCNC(=O)C(/N=C/c1ccc(NCCCNC(=O)S*)cc1)c1ccc(/N=N/c2ccc(/N=N/c3ccc(OC)cc3)cc2)cc1,95.0
*CCCCCCNC(=O)C(=O)N(*)CCCC,40.0
*CCCCCCNC(=O)C(C)(C(=O)N*)C(=O)Nc1ccc(/N=N/c2ccccc2)s1,130.0
*CCCCCCNC(=O)C(CCCCCC)C(=O)O*,-30.0
*CCCCCCNC(=O)C(CCCCCCCCCCCCCC)SC(=O)N*,-40.0
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC(=O)N*)c1ccc(F)cc1,-20.0
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1)C(=O)O*,15.0
*CCCCCCNC(=O)C(CCCCCCCCCCOc1ccc(-c2ccc(CCc3ccc(OC)cc3)cc2)cc1)C(=O)O*,-20.0
*CCCCCCNC(=O)C/C=C/CCC(*)C(=O)OCCCCC,-40.0
*CCCCCCNC(=O)C1=Cc2ccc(C(=O)O*)cc2C(=O)BC=C1,65.0
*CCCCCCNC(=O)CC(C)NC(=O)N*,45.0
*CCCCCCNC(=O)CC/C=C/CC(C)(C)C(=O)N*,-20.0
*CCCCCCNC(=O)CC=C(*)C,-30.0
*CCCCCCNC(=O)CC=CC/C=C/c1ccc(N(*)C)cc1,25.0
*CCCCCCNC(=O)CCCC(=O)NCCCCCCNC(=O)COC(=O)N*,45.0
*CCCCCCNC(=O)CCCCCC(=O)NCCCCCCNC(=O)C(=O)NCCCCC(=O)N*,45.0
*CCCCCCNC(=O)CCCCCC(=O)NCCCCCNC*,40.0
*CCCCCCNC(=O)CCCCCCC(=O)NCCC(CNC(=O)C(=O)N*)c1ccccc1,55.0
*CCCCCCNC(=O)CCCCCCCC(=O)NOCC/C=C/CC(C)CCOC(=O)c1ccccc1C(=O)O*,-20.0
*CCCCCCNC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O*,45.0
*CCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCN(CC(=O)O*)c1ccc(OCCOCCOCC)cc1,-20.0
*CCCCCCNC(=O)CCCCCCCCCCC(=O)S*,-40.0
*CCCCCCNC(=O)CCCCCCCCCCCCC(=O)NCCCCCCCCCN(C)C(=O)O*,15.0
*CCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)NCCCCCCCNC(=O)C(=O)N*,50.0
*CCCCCCNC(=O)CCCCCCCCCCCCCCC(=O)NCCCCCCNC(=O)COCCOCCO*,-20.0
*CCCCCCNC(=O)CCCCCCCCCCCCN(*)C,-40.0
*CCCCCCNC(=O)CCCCCCCCC[PH](C)(C)CCCCCCC(=O)N*,-40.0
*CCCCCCNC(=O)CCCCCCCSCCCCCCCC(=O)N*,-20.0
*CCCCCCNC(=O)CCCCCCNC(=O)N*,50.0
*CCCCCCNC(=O)CCCCCSCCC(=O)N*,-30.0
*CCCCCCNC(=O)CCCCCSCCCC(=O)N*,-30.0
*CCCCCCNC(=O)CCCOCCCCCCCCCN(*)CCOCCC,-40.0
*CCCCCCNC(=O)CCc1ccc(CNC(=O)O*)cc1,15.0
*CCCCCCNC(=O)CCc1ccccc1CCC(=O)N*,30.0
*CCCCCCNC(=O)NCc1ccc(NC(=O)S*)cc1,55.0
*CCCCCCNC(=O)Nc1ccc(C(=O)N*)c(C(=O)Oc2ccc(OCCCC)cc2)c1,85.0
*CCCCCCNC(=O)OCC(O)C(O*)c1ccccc1,20.0
*CCCCCCNC(=O)SCCCNC(=O)N*,-20.0
*CCCCCCNC(=O)c1cc(C(=O)S*)ccc1COC,45.0
*CCCCCCNC(=O)c1cc(OCCCCCC)c(*)cc1CCCC,-20.0
*CCCCCCNC(=O)c1ccc(Bc2ccc(C(=O)O*)cc2)cc1,65.0
*CCCCCCNC(=O)c1ccc(C(=O)NC(=O)/C=C/c2cc(OCC(C)CC)c(*)s2)cc1Br,65.0
*CCCCCCNC(=O)c1ccc(C(=O)NCCCNC(=O)c2ccc(C(=O)NCCSCCCCCCNC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,90.0
*CCCCCCNC(=O)c1ccc(C(=O)NNC(=O)CCCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,90.0
*CCCCCCNC(=O)c1ccc(C(C)(C)c2ccccc2C(=O)N*)c(C)c1,90.0
*CCCCCCNC(COCC(F)(F)C(F)(F)F)=C(CNCCCC)NC(=O)CCCCC(=O)NCCc1ccccc1C(=O)O*,15.0
*CCCCCCOC(*)COCCSCCCC,-55.0
*CCCCCCOC(=O)/C=C/C(=O)OCCOC(=O)CCCCC(=O)O*,-40.0
*CCCCCCOC(=O)C(=O)NCCCCCNC(=O)C(=O)N*,45.0
*CCCCCCOC(=O)C(=O)OCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,10.0
*CCCCCCOC(=O)C(=O)OCC[SH](C)(C)COC(=O)NNC(=O)c1ccc(N(*)CC)cc1,45.0
*CCCCCCOC(=O)C(C)(C)CC(O*)C(=O)Oc1ccc(C=C(C#N)C=C)cc1,45.0
*CCCCCCOC(=O)C(C)CCCCCCC(=O)O*,-55.0
*CCCCCCOC(=O)C(CCCCCCCCCO)OCCOC(=O)OCCC(C)O*,-40.0
*CCCCCCOC(=O)C(CCCCCCCCCOc1ccc(/N=N/c2ccc(O*)cc2Br)cc1)c1ccccc1,15.0
*CCCCCCOC(=O)C(CCCCCCOc1ccc(/C=C/c2ccc(OC)cc2)cc1)C(=O)NCS*,15.0
*CCCCCCOC(=O)C(COC(=O)CCCC)S(=O)(=O)CCCS(=O)(=O)c1ccccc1C(=O)O*,15.0
*CCCCCCOC(=O)C(O)OC(=O)c1ccc(C(=O)O*)cc1,40.0
*CCCCCCOC(=O)CC(=O)OCCCCCCOC(=O)c1cccnc1-c1ccccc1C(=O)O*,15.0
*CCCCCCOC(=O)CC(C)(CC)C(=O)O*,-40.0
*CCCCCCOC(=O)CC(C)CCCCCCCCC(=O)O*,-55.0
*CCCCCCOC(=O)CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCCC(=O)NCC(=O)OCCCCCCOc1ccc(-c2ccc(OCCCCCCCCOc3ccc(O*)cc3)cc2)cc1,10.0
*CCCCCCOC(=O)CC/C=C/CCCCCCCCCCS*,-55.0
*CCCCCCOC(=O)CCC(=O)NCCCCCC(=O)O*,-20.0
*CCCCCCOC(=O)CCC(=O)OCCOC(=O)CCCCC(=O)O*,-50.0
*CCCCCCOC(=O)CCCCCC(=O)OCCCCOc1ccc(/N=C/c2ccc(OCCCCCCOC(=O)CCCC(=O)O*)cc2)cc1,-10.0
*CCCCCCOC(=O)CCCCCCC(=O)OCOC(=O)CCCCC(=O)O*,-50.0
*CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(/C=C/C(=O)Nc3ccc(O*)cc3C)cc2)cc1,45.0
*CCCCCCOC(=O)CCCCCCCCCC(=O)OCCOC(=O)C(C)=C(CCCC)C(=O)O*,-30.0
*CCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCOc1ccc(N(*)c2ccc(OC)cc2)cc1,-20.0
*CCCCCCOC(=O)CCCCCCCCCCCCCCCSCCCCCCC(=O)O*,-55.0
*CCCCCCOC(=O)CCCCCCOCC1COC(=O)C1*,-40.0
*CCCCCCOC(=O)CCCCCOCCCCCCCCCCC(=O)O*,-60.0
*CCCCCCOC(=O)CCCCCSSCCC(=O)O*,-50.0
*CCCCCCOC(=O)CCCC[N+](CCCCC)C(=O)NCCCCSCCCCCCNC(=O)O*,-30.0
*CCCCCCOC(=O)CCCNC(=O)CCCCC(=O)S*,-45.0
*CCCCCCOC(=O)CCSCCCCCCCCC(=O)O*,-55.0
*CCCCCCOC(=O)CCc1ccc(CSC(=O)S*)cc1,-25.0
*CCCCCCOC(=O)CNC(=O)CCCCS*,-30.0
*CCCCCCOC(=O)CSC(=O)Oc1ccc(O*)cc1,-10.0
*CCCCCCOC(=O)CSCCNC(=O)CCCCCO*,-40.0
*CCCCCCOC(=O)Cc1ccc(CCCNC(=O)CCSP(=O)(O*)OCC)cc1,-15.0
*CCCCCCOC(=O)Cc1ccc(CN(CC)C(=O)CCCCCCCCCCC(=O)c2ccc(C(=O)O*)cc2)cc1,-10.0
*CCCCCCOC(=O)N(C)CCCC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,15.0
*CCCCCCOC(=O)NC(CCCCCCCCCCN=C(C(=O)O*)C(C)C)OCCC,-30.0
*CCCCCCOC(=O)NC1CCC(SC(=O)O*)C1,20.0
*CCCCCCOC(=O)NCCCCCCCCSCCCCCCSCC(=O)O*,-35.0
*CCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCCOC(=O)OCCCCO*,-30.0
*CCCCCCOC(=O)NCCCCCCNC(=O)OCCO*,-30.0
*CCCCCCOC(=O)NCCCCNC(=O)OCc1ccc(-c2ccc(*)o2)cc1,15.0
*CCCCCCOC(=O)NCCCCSCCSCCCCCCNC(=O)O*,-30.0
*CCCCCCOC(=O)NCCCSCCCCCCCCCCCCCCNC(=O)O*,-30.0
*CCCCCCOC(=O)NCCCc1ccc(CNCCCOC(=O)O*)cc1,15.0
*CCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NC(C)C(=O)O*,20.0
*CCCCCCOC(=O)NNC(=O)CCCOC(=O)O*,-20.0
*CCCCCCOC(=O)NNC(=O)c1ccc(C(=O)NC(=S)O*)cc1,65.0
*CCCCCCOC(=O)NSCCS(=O)(=O)c1ccc(*)o1,45.0
*CCCCCCOC(=O)Nc1cc(NC(=O)O*)cc(C(C)(C)C)c1,80.0
*CCCCCCOC(=O)Nc1cc(OCCC)c(O*)c(OCC)c1S,45.0
*CCCCCCOC(=O)Nc1ccc(CCCc2ccc(NCCCCCCNC(=O)O*)cc2)cc1,45.0
*CCCCCCOC(=O)Nc1ccc(NC(=O)/C=C/c2ccc(OCCCCCCCCOc3ccc(/N=C/c4ccc(O*)cc4)cc3)cc2)cc1,65.0
*CCCCCCOC(=O)Nc1ccc(NC(=O)NC(=O)NCCCNC(=O)O*)cc1,65.0
*CCCCCCOC(=O)Nc1ccc(NC(=O)O*)c(/C=C/c2ccc(OCCCCC)cc2)n1,65.0
*CCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCOC(=O)c2cccc(C(=O)OC3COCC(*)C3)c2)cc1,45.0
*CCCCCCOC(=O)OC1CCC(OC(=O)O*)C(OC)C1,-15.0
*CCCCCCOC(=O)OCC(O)CN(*)c1cc(C)ccc1OC(C)=O,15.0
*CCCCCCOC(=O)OCCCCCCCCCCOc1ccc(/C=N/c2ccc(/C=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1C=*,45.0
*CCCCCCOC(=O)OCCCCCCOC(=O)OCC[Si](C)(C)COC(=O)Oc1ccc(-c2ccc(O*)cc2)cc1,15.0
*CCCCCCOC(=O)OCCCCCOc1ccc(NC(=O)/C=C/C(*)=O)cc1,25.0
*CCCCCCOC(=O)OCCSCOC(=O)OCCCCOc1ccc(/N=C/c2ccc(OC)cc2)c(OC)c1*,25.0
*CCCCCCOC(=O)SCCCCCCCCCCCC(*)=O,-50.0
*CCCCCCOC(=O)SSCCCSCCNS(=O)(=O)CCCCC(=O)O*,-25.0
*CCCCCCOC(=O)SSCCSSCCNC(=O)N*,-20.0
*CCCCCCOC(=O)SSc1ccc(C(=O)N*)c(-c2ccccc2)c1,45.0
*CCCCCCOC(=O)c1cc(C(=O)NCCCCCCCCCCN*)ccc1C,15.0
*CCCCCCOC(=O)c1cc(OC)c(C(=O)O*)c(C)c1C,45.0
*CCCCCCOC(=O)c1ccc(/C=C/C(=O)O*)cc1,40.0
*CCCCCCOC(=O)c1ccc(C(=O)NCCCCCCCCCC(=O)O*)cc1,15.0
*CCCCCCOC(=O)c1ccc(C(=O)NCCCCCCOC(=O)c2ccc(C=*)cc2)cc1,45.0
*CCCCCCOC(=O)c1ccc(C(=O)NCCCNC(=O)CCCCCCCc2ccc(CO*)cc2)cc1,15.0
*CCCCCCOC(=O)c1ccc(C(=O)OCCOc2ccc(/C=C/C(=O)Nc3ccc([Si](*)(C)C)cc3)cc2)cc1,45.0
*CCCCCCOC(=O)c1ccc(N(*)CCCCC)cc1,-10.0
*CCCCCCOC(=O)c1ccc(NC(=O)CCCCC(=O)c2ccc(O*)cc2)cc1,45.0
*CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCC(=O)Nc2cccc(O*)c2)cc1,65.0
*CCCCCCOC(=O)c1ccc(NC(=O)CCCOc2ccc(C(=O)OCCOc3ccc(C(=O)Oc4ccc(-c5ccc(O*)cc5)cc4)cc3)cc2)cc1,65.0
*CCCCCCOC(=O)c1ccc(O*)c(C(=O)OCCCCCCCCCCCC)c1,-30.0
*CCCCCCOC(=O)c1cccc(C(=O)SCCCCCS(*)(=O)=O)c1,-20.0
*CCCCCCOC(=O)c1cccc(S(=O)(=O)/C=C/C(=O)O*)c1,15.0
*CCCCCCOC(=O)c1ccccc1C(=O)NCCCCCCOCCCCCCNC(=O)C(*)=O,20.0
*CCCCCCOC(=O)c1ccccc1N(*)CCCC,-20.0
*CCCCCCOC(=O)c1cnc(*)c(OCC)c1,-10.0
*CCCCCCOCCCCCCCCCCO*,-60.0
*CCCCCCOCCCCCCCCOC(=O)C(=CCCCCCCCCCCCCCCCCC[C](=O)[Ca])C(=O)O*,-40.0
*CCCCCCOCCCCCCCCOC(=O)C(CCCC)C(=O)CCCCCOC(=O)CCCCCCCCNC(=O)CCCCCCCCCCC(=O)NCC(C)(C)CCOC(=O)N*,-30.0
*CCCCCCOCCCCCCCC[SH](*)=O,-40.0
*CCCCCCOCCCCCCCOC(=O)c1cccc(NC(=O)O*)c1,-20.0
*CCCCCCOCCCCCCOCCCCCCCCOCCCCOC(=O)NC(=O)C(=O)N*,-20.0
*CCCCCCOCCCCCOC(=O)CCCC(=O)O*,-55.0
*CCCCCCOCCCCOCCCCCCOC(=O)c1ccc(N(CCCC)C(=O)O*)cc1,-20.0
*CCCCCCOCCCCOCCOCCOCCOCCOCCOCCOCCOCCCCO*,-55.0
*CCCCCCOCCOCCCOCCOCCOCCOC(=O)N1CC(NC(=O)O*)C1,-20.0
*CCCCCCOCCOCCOc1ccc(-c2cc(OCCCCCCCCCCCC)c(/C=C/c3ccc(O*)c(OC)c3)cc2OC)cc1OC,15.0
*CCCCCCOP(=O)(/N=N/c1ccc(C(F)(F)F)cc1)C(=O)O*,40.0
*CCCCCCOP(=O)(CCC(=O)O)/N=N/c1ccc(C(C)(C)c2ccc(NC(=O)CCCCC(=O)OCCc3ccc(O*)cc3)cc2)cc1,45.0
*CCCCCCOP(=O)(O*)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-20.0
*CCCCCCOc1ccc(-c2ccc(-c3ccc(/C=C/C(=O)c4ccc(*)nc4)c(C)c3)cc2)cc1C,85.0
*CCCCCCOc1ccc(-c2ccc(COC(=O)CCCCCC(=O)OCCCCCCOP(=O)(O*)OC)cc2)cc1,-20.0
*CCCCCCOc1ccc(-c2ccc(O*)c(OCCCOCCOCC)c2)cc1OC,5.0
*CCCCCCOc1ccc(-c2ccc(O*)cc2Sc2ccc(C)cc2)cc1OC,45.0
*CCCCCCOc1ccc(-c2ccc(OCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CCCCCCCCC(=O)O*)cc2)cc1,-30.0
*CCCCCCOc1ccc(/C=C(\C)c2ccc(O*)cc2OC)cc1,15.0
*CCCCCCOc1ccc(/C=C/C(=O)Nc2ccc(Cc3ccc(N(*)c4ccccc4)cc3)cc2)cc1,95.0
*CCCCCCOc1ccc(/C=C/C=C/c2ccc(O*)c(C)c2)cc1OC,45.0
*CCCCCCOc1ccc(/C=C/c2ccc(-c3ccc(-c4ccc(O*)cc4)cc3)cc2)c(S(=O)(=O)[O][Na])c1,120.0
*CCCCCCOc1ccc(/C=C/c2ccc(/C=N/c3ccc(O*)cc3OC)cc2)cc1,65.0
*CCCCCCOc1ccc(/C=C/c2ccc(O*)cc2-c2ccccc2)cc1,65.0
*CCCCCCOc1ccc(/C=C/c2ccc(OCC(CCCCCCCC)COC(*)=O)cc2)cc1,-20.0
*CCCCCCOc1ccc(/C=C/c2ccc(OCCCCCC)cc2)c(O*)c1O,10.0
*CCCCCCOc1ccc(/C=C/c2ccc(OCCCCCCOCC(OCCOC)c3ccc(/C=C/C(=O)Nc4ccc(O*)cc4)cc3)cc2)cc1,45.0
*CCCCCCOc1ccc(/C=C/c2ccc(OCCN(*)c3ccccc3)cc2)cc1,45.0
*CCCCCCOc1ccc(/N=C/c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2)cc1C(=O)O*,85.0
*CCCCCCOc1ccc(C(=O)/C=C/c2ccc(OCCc3ccc(O*)cc3)cc2)cc1,45.0
*CCCCCCOc1ccc(C(=O)NCCCCCNC(=O)c2ccc(*)cc2)cc1,45.0
*CCCCCCOc1ccc(C(=O)NCCCCn2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)cc1,130.0
*CCCCCCOc1ccc(C(=O)NNC(=O)c2ccc(*)nc2)cc1,95.0
*CCCCCCOc1ccc(C(=O)Nc2ccc(Cc3cccnc3)c(OC)c2)cc1*,55.0
*CCCCCCOc1ccc(C(=O)O*)c(C(=O)OCCCCCCCCCCCCCC)c1,-30.0
*CCCCCCOc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,-20.0
*CCCCCCOc1ccc(C(=O)OCCOCCOc2ccc(C(=O)N(*)C#N)cc2)cc1,35.0
*CCCCCCOc1ccc(C(=O)OCCOc2ccc(*)cc2)cc1,10.0
*CCCCCCOc1ccc(C(=O)OCCOc2ccc(NC(=O)c3ccc(C(=O)OC(=O)c4ccc(O*)cc4)cc3)cc2)cc1,95.0
*CCCCCCOc1ccc(C(CC)(CC)c2ccc(O*)c(CN)c2)cc1OC,45.0
*CCCCCCOc1ccc(CCCC/C=C(\c2ccccc2)c2ccc(O*)cc2)cc1,10.0
*CCCCCCOc1ccc(CCCCCCCc2ccc(O*)c(OCc3ccccc3)c2)c(OCCCCCCCC)c1,-10.0
*CCCCCCOc1ccc(CCNC(=O)/C=C/c2ccc(O*)cc2C)cc1,15.0
*CCCCCCOc1ccc(COC(=O)CCCCCCCCCCCCc2ccc(O*)cc2)cc1,-20.0
*CCCCCCOc1ccc(NC(=O)CCCCC(=O)Nc2ccc(C(=O)Oc3ccc(/N=C/C(=O)c4ccc(O*)cc4)cc3)cc2)cc1,95.0
*CCCCCCOc1ccc(OC(=O)CCCCCCCCCCC(=O)Oc2ccc(-c3ccc(O*)cc3)c(OC)c2)cc1OCCOCCOCCOCCOC,-20.0
*CCCCCCOc1ccc(OC(=O)CCc2ccc(C(C)(C)c3ccc(C(=O)O*)cc3)cc2)cc1,15.0
*CCCCCCOc1ccc(OC(=O)c2ccc(-c3ccc(OC(C)=O)cc3)cc2)cc1C(=O)O*,65.0
*CCCCCCOc1ccc(OC(=O)c2ccc(C(=O)O*)cc2)cc1C(=O)OCc1ccccc1,45.0
*CCCCCCOc1ccc(OCCCCCCCCCOc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1,85.0
*CCCCCCOc1ccc(OCCCCOc2ccc(/C=C\c3cc(OCOCCOCCOCCOCCOCCOCCO[Si](*)(C)C)ccc3C)cc2)cc1,-25.0
*CCCCCCOc1ccc([Si](C)(C)c2ccc(O*)cc2)cc1,-20.0
*CCCCCCOc1cccc(Oc2ccc(Oc3ccc(O*)cc3)cc2)c1,15.0
*CCCCCCP(C)(=O)CCCC(=O)N*,-30.0
*CCCCCCP(CC)C(=O)C(CCCCCCCCCCOc1ccc(N=*)cc1)c1ccc([Si](C)(C)C)cc1,-15.0
*CCCCCCP(CCCCCCCN)C(=O)O*,-40.0
*CCCCCCP(c1ccc(/N=C/c2ccc(*)cc2)cc1)c1ccc(OC)cc1,65.0
*CCCCCCS(=O)(=O)CCCCCOc1ccc(-c2ccc(O*)cc2)cc1,15.0
*CCCCCCS(=O)(=O)CCSSC(=O)NSCCSCCNC(=O)O*,15.0
*CCCCCCS(=O)(=O)c1ccc(C(C)(C)c2ccc(Cc3ccc(NC(=O)CCCC(=O)Nc4ccc(C(=O)O*)cc4)cc3)cc2)cc1,95.0
*CCCCCCS(=O)(=O)c1ccc(NC(=O)OCCCCCCCCCCOC(=O)C(C)(C)C(=O)OCC*)cc1,-20.0
*CCCCCCSC(=O)C(CCCCCCCCCCC)C(=O)SCCO*,-40.0
*CCCCCCSC(=O)CCCCOC(=O)CCNC(=O)c1ccc([Si](*)(/C=C/c2ccc(OCCCCCC)cc2)c2ccc(OCCCCCCC)cc2)cc1,-20.0
*CCCCCCSC(=O)CCCS*,-50.0
*CCCCCCSCC(=*)CCCOCC(=O)OCCOc1ccc(/N=N/c2ccc(-c3ccccc3)cc2)cc1,45.0
*CCCCCCSCCCCC(=O)Nc1ccc(*)cc1,5.0
*CCCCCCSCCCCSCCSCCCCC(=O)O*,-50.0
*CCCCCCSNC(=O)c1cc(C(C)(C)C)ccc1C(=O)O*,45.0
*CCCCCCSS(=O)(=O)CCCCCN(*)CC,-30.0
*CCCCCCSSC(=O)NC(=O)CCCCO*,-30.0
*CCCCCCSSCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCCCOc2ccc(C(=O)Oc3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)c1,45.0
*CCCCCC[N+](C)(C)CCC[Si](*)(C)C,-60.0
*CCCCCC[N+](CC)(CCC)CCCCNC(CSCCOCCOCCOCC)CC(=O)N*,-30.0
*CCCCCC[N+](CC)CCCCCCCCOc1ccc(-c2ccc(-c3ccc(O*)cc3)cc2)cc1,45.0
*CCCCCC[PH](CCCCC)CNC(=O)NCCCCCCNC(=O)O*,-20.0
*CCCCCC[SH](*)(=O)C=C,-30.0
*CCCCCC[SH](C)(C)CCCNC(=O)C(CCCCCCCCCCCCS(=O)(=O)CCc1ccc(O*)cc1)C(C)C,-25.0
*CCCCCC[SiH](C)CCC(=O)N*,-55.0
*CCCCCC[n+]1ccc(C(C)(C)c2ccc(-c3ccc([Si](*)(C)CC)s3)s2)o1,45.0
*CCCCCCc1ccc(CN(C)C(=O)CCCCCOc2ccc(C(=O)S*)cc2)cc1,-10.0
*CCCCCCc1ccc(CNC(=O)CCCCCCCC(=O)N*)cc1,-10.0
*CCCCCCc1ccc([Si](*)(C)C)c(CCCCCC)c1,-40.0
*CCCCCN(*)C(=O)c1cc(C)ccc1C,50.0
*CCCCCN(C)C(=O)COC(=O)CCCCCCCCC(=O)O*,-35.0
*CCCCCN(C)C(=O)c1cc(OCCCCCCCCCCOC(=O)c2ccccc2-c2ccc(C(=O)O*)cc2)ccc1C,15.0
*CCCCCN(CCNC(=O)CCCCC(=O)N*)CCSC,-30.0
*CCCCCN1CCN(*)C(C)C1O,25.0
*CCCCCN1CCN(CCCCCC)C(=O)C1*,-30.0
*CCCCCNC(=O)C(C)NC(=O)C(=O)N*,90.0
*CCCCCNC(=O)C(Cc1cc(C*)c(C)cc1C)NC(=O)CCCC,65.0
*CCCCCNC(=O)C(Cc1ccccc1)C(=O)NC1CCN(*)CC1C,90.0
*CCCCCNC(=O)CC(C)NC(=O)CCCOC(=O)NCCCCCCNC(=O)O*,-20.0
*CCCCCNC(=O)CCCC(=O)NCCCCC(=O)N*,45.0
*CCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCNC(=O)C(*)CC,45.0
*CCCCCNC(=O)CCCCCCCCCCC(=O)NCCCCCSCCCCSCCNC(=O)CCCCCO*,-30.0
*CCCCCNC(=O)CCCCCCCCCCCCC(=O)NC*,40.0
*CCCCCNC(=O)CCCCCCCCSCCC(=O)N*,-30.0
*CCCCCNC(=O)CCCS(=O)(=O)CCCCC(=O)N*,45.0
*CCCCCNC(=O)CCSCC(=O)N*,-30.0
*CCCCCNC(=O)COC(=O)NCCCCCCNC(=O)O*,-20.0
*CCCCCNC(=O)CSCCSCCCCCCCCC(=O)N*,-30.0
*CCCCCNC(=O)Cc1cc(C)c(C(=O)N*)cc1C(=O)OC,75.0
*CCCCCNC(=O)NC(=O)NCCCCCCNC(=O)N*,50.0
*CCCCCNC(=O)NNC(=O)CSCCCCC(=O)NCCCCNC(*)=O,45.0
*CCCCCNC(=O)Sc1ccc(C(C)(c2ccccc2)c2ccc(C(=S)N*)cc2)cc1,65.0
*CCCCCNC(=O)[Si](*)(C)CCC,-60.0
*CCCCCNC(=O)c1ccc(C(=O)NC(=O)Nc2ccc(C(=O)S*)cc2)cc1,110.0
*CCCCCNC(=O)c1ccc(C(=O)NNC(=O)CCCCCN2C=CN(*)CC2)cc1,85.0
*CCCCCNC(=O)c1cccc(C(=O)NNC(=O)C(*)C)c1,90.0
*CCCCCNC(=O)c1ccccc1OC(=O)CCCS(=O)(=O)CCCOC(=O)NCCCCCCNC(=O)N*,15.0
*CCCCCOC(=O)C(CCCCC(=O)N*)C(C)C,-40.0
*CCCCCOC(=O)C(CCCCCCCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1)C(=O)O*,10.0
*CCCCCOC(=O)C(CCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)N(*)CCCCCCCCCC,-20.0
*CCCCCOC(=O)C(CCCCS(=O)(=O)O*)OCCCC,-40.0
*CCCCCOC(=O)C(Cc1ccccc1)C(=O)NCCCCCCOCCCS*,-20.0
