custom_id,smiles,echoed_smiles,tg_celsius
lab_09441,*Oc1ccc(C(=O)OCCCCCCCCOc2ccc(/C=C/C(=O)Nc3ccc(*)cc3)cc2)cc1,*Oc1ccc(C(=O)OCCCCCCCCOc2ccc(/C=C/C(=O)Nc3ccc(*)cc3)cc2)cc1,65.0
lab_00908,*CC(*)(F)C(=O)OCCCCCCCCCCCCCCCCCc1ccc(C#[Si]c2ccccc2)cc1,*CC(*)(F)C(=O)OCCCCCCCCCCCCCCCCCc1ccc(C#[Si]c2ccccc2)cc1,-30.0
lab_05374,*CC(CC(CO*)[N+](C)=O)C(F)(F)F,*CC(CC(CO*)[N+](C)=O)C(F)(F)F,90.0
lab_03002,*CCOc1ccc(/C(C)=C/c2ccc(OC(=O)c3ccc(*)cc3)cc2)cc1,*CCOc1ccc(/C(C)=C/c2ccc(OC(=O)c3ccc(*)cc3)cc2)cc1,90.0
lab_04511,*CCCN(C)C(=O)C(=O)N(*)CCCCC,*CCCN(C)C(=O)C(=O)N(*)CCCCC,45.0
lab_06506,*CCCC(*)c1ccccc1C(=O)OCC,*CCCC(*)c1ccccc1C(=O)OCC,-10.0
lab_05316,*NC(CCC/C=C/C=C/C(*)=O)C(=O)OC,*NC(CCC/C=C/C=C/C(*)=O)C(=O)OC,45.0
lab_05138,*CCCNC(=O)CCCCCC(=S)N*,*CCCNC(=O)CCCCCC(=S)N*,-20.0
lab_03876,*Oc1ccc(C(=O)C(CC(=O)O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,*Oc1ccc(C(=O)C(CC(=O)O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,130.0
lab_05939,*SC(*)C(=O)OCC#N,*SC(*)C(=O)OCC#N,45.0
lab_09031,*c1cc(OCCCCCCCCCCCCCCCOc2ccc(S(*)(=O)=O)cc2)ccc1N,*c1cc(OCCCCCCCCCCCCCCCOc2ccc(S(*)(=O)=O)cc2)ccc1N,45.0
lab_09525,*CCCCCCCCCCOC(=O)C(CCCCCCCCOc1ccc(C(C)(C)C)cc1)C(C)COC(=O)OCCN(*)CC,*CCCCCCCCCCOC(=O)C(CCCCCCCCOc1ccc(C(C)(C)C)cc1)C(C)COC(=O)OCCN(*)CC,-25.0
lab_09714,*OC(=O)c1ccc(OCCCCCCCOc2cccc(C(*)=O)c2)cc1,*OC(=O)c1ccc(OCCCCCCCOc2cccc(C(*)=O)c2)cc1,20.0
lab_06810,*CCC#CC#CCOC(=O)CCCCCCCCCCC(=O)O*,*CCC#CC#CCOC(=O)CCCCCCCCCCC(=O)O*,-40.0
lab_08388,*CCCCCCNC(=O)CCCCCCCCC[PH](C)(C)CCCCCCC(=O)N*,*CCCCCCNC(=O)CCCCCCCCC[PH](C)(C)CCCCCCC(=O)N*,-40.0
lab_07154,*O[Si](*)(C)CCCCCC(=O)OCCCCCCOc1ccc(OC(=O)c2ccccc2OC)cc1,*O[Si](*)(C)CCCCCC(=O)OCCCCCCOc1ccc(OC(=O)c2ccccc2OC)cc1,-20.0
lab_03761,*NC(=O)c1ccc(S(*)(=O)=O)cc1-c1ccccc1,*NC(=O)c1ccc(S(*)(=O)=O)cc1-c1ccccc1,230.0
lab_09785,*CC(O)COc1ccc(OCCOCCOCc2ccc(O*)cc2C)cc1,*CC(O)COc1ccc(OCCOCCOCc2ccc(O*)cc2C)cc1,15.0
lab_00357,*CC1CCCC(C)(C)CN(*)S1,*CC1CCCC(C)(C)CN(*)S1,65.0
lab_03862,*CCCCOC(=O)NCCCCCCNC(=O)OCCCCCOc1ccc(O*)cc1,*CCCCOC(=O)NCCCCCCNC(=O)OCCCCCOc1ccc(O*)cc1,10.0
lab_00219,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(=O)Nc5ccc(C(*)=O)cc5)cc4)cc3)CC3CC3CC2C)cc1,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(=O)Nc5ccc(C(*)=O)cc5)cc4)cc3)CC3CC3CC2C)cc1,195.0
lab_04983,*CCCCNC(=O)CCCCNC(=O)NCCCCCCNC(=O)SCCCC*,*CCCCNC(=O)CCCCNC(=O)NCCCCCCNC(=O)SCCCC*,-20.0
lab_06202,*CCCCCCOC(=O)Nc1ccc(NC(=O)/C=C/c2ccc(OCCCCCCCCOc3ccc(/N=C/c4ccc(O*)cc4)cc3)cc2)cc1,*CCCCCCOC(=O)Nc1ccc(NC(=O)/C=C/c2ccc(OCCCCCCCCOc3ccc(/N=C/c4ccc(O*)cc4)cc3)cc2)cc1,65.0
lab_05115,*O[Si](*)(C)CCCCCCC(=O)Oc1ccc(-c2ccc(F)cc2)cc1,*O[Si](*)(C)CCCCCCC(=O)Oc1ccc(-c2ccc(F)cc2)cc1,-15.0
lab_02002,*O[Si](C)(C)OC(C)CCOC(=O)c1cc(OC(C)=O)cc(S(*)(=O)=O)c1,*O[Si](C)(C)OC(C)CCOC(=O)c1cc(OC(C)=O)cc(S(*)(=O)=O)c1,15.0
lab_01607,*Nc1ccccc1-c1ccccc1CCCCCCC(=O)Nc1ccc(Oc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,*Nc1ccccc1-c1ccccc1CCCCCCC(=O)Nc1ccc(Oc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,130.0
lab_04128,*CCCCCCN1C(=O)c2ccc(C(C)(C)c3ccc(C4(*)OC(=O)c5ccccc54)cc3C)cc21,*CCCCCCN1C(=O)c2ccc(C(C)(C)c3ccc(C4(*)OC(=O)c5ccccc54)cc3C)cc21,190.0
lab_02667,*Oc1cc(CC(C)CCCC)c(CCCCCC)c(CCCCC(*)=O)c1O,*Oc1cc(CC(C)CCCC)c(CCCCCC)c(CCCCC(*)=O)c1O,-15.0
lab_09956,*CC(*)OC(=O)C(CC)CCCCCC,*CC(*)OC(=O)C(CC)CCCCCC,-55.0
lab_00258,*CCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCOC(=O)c1ccc(C(=O)O*)cc1,*CCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCOC(=O)c1ccc(C(=O)O*)cc1,-20.0
lab_03892,*CCCC(=O)OCCCCCCNC(=O)CCCCCCOC(=O)c1cccc(C(C)(C)CC(=O)NO*)c1,*CCCC(=O)OCCCCCCNC(=O)CCCCCCOC(=O)c1cccc(C(C)(C)CC(=O)NO*)c1,-10.0
lab_02607,*CC[N+](C)(C)CNC(=O)OCCCCCCOC(=O)O*,*CC[N+](C)(C)CNC(=O)OCCCCCCOC(=O)O*,-20.0
lab_03740,*CC(*)OC(=O)c1ccc(OC)c(Cl)c1,*CC(*)OC(=O)c1ccc(OC)c(Cl)c1,60.0
lab_07636,*CC(O*)OC(C)C(=O)OC,*CC(O*)OC(C)C(=O)OC,15.0
lab_05150,*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCC(=O)O*)cc1,*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCC(=O)O*)cc1,-10.0
lab_01219,*CC(*)c1ccc(C(C)(C)C)cc1CC,*CC(*)c1ccc(C(C)(C)C)cc1CC,110.0
lab_03338,*CC(*)C(=O)OCCOC(C)CCCCC,*CC(*)C(=O)OCCOC(C)CCCCC,-50.0
lab_02209,*CCCCCCCCCCCCCCCCCCCOc1ccc(-c2ccc(OC(=O)OCC(NC(=O)O*)OC)cc2)cc1,*CCCCCCCCCCCCCCCCCCCOc1ccc(-c2ccc(OC(=O)OCC(NC(=O)O*)OC)cc2)cc1,15.0
lab_02690,*CC(*)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(OCCC)cc3)cc2)cc1,*CC(*)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(OCCC)cc3)cc2)cc1,5.0
lab_09607,*Oc1ccc(/N=C(\C)c2ccc([N+](=O)[O-])cc2)cc1*,,140.0
lab_05072,*Oc1ccc(C(C)c2cccc(Oc3ccc(NC(=O)c4ccccc4C(=O)OC(=O)c4ccc(S(*)(=O)=O)cc4)cc3)c2)cc1,*Oc1ccc(C(C)c2cccc(Oc3ccc(NC(=O)c4ccccc4C(=O)OC(=O)c4ccc(S(*)(=O)=O)cc4)cc3)c2)cc1,175.0
lab_05102,*Oc1ccc(Oc2ccc([Si](*)(C)C)cc2)c(C(C)(C)C)c1,*Oc1ccc(Oc2ccc([Si](*)(C)C)cc2)c(C(C)(C)C)c1,95.0
lab_03305,*C/C=C/CCCCC/C=C(/*)C(C)(C)CCC,*C/C=C/CCCCC/C=C(/*)C(C)(C)CCC,-50.0
lab_08689,*OC(C)=C(O)C(O)C(*)Oc1cccc(I)c1,*OC(C)=C(O)C(O)C(*)Oc1cccc(I)c1,95.0
lab_07560,*O[Si](*)(C)CCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(=O)c4ccc(OCC)cc4)cc3)cc2)cc1,*O[Si](*)(C)CCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(=O)c4ccc(OCC)cc4)cc3)cc2)cc1,-20.0
lab_03623,*CCOC(=O)OCCCSCCCCSCCSS*,*CCOC(=O)OCCCSCCCCSCCSS*,-40.0
lab_07722,*CC(O)CN(CCOc1ccc(/N=N/c2ccc(S*)cc2)cc1)c1ccccc1,*CC(O)CN(CCOc1ccc(/N=N/c2ccc(S*)cc2)cc1)c1ccccc1,65.0
lab_04460,*OC(=O)c1cc(NC(=O)OCCOc2ccc(C(C)(C)c3ccc(COC(*)=O)cc3)cc2)ccc1C(=O)OC(C)(C)C,*OC(=O)c1cc(NC(=O)OCCOc2ccc(C(C)(C)c3ccc(COC(*)=O)cc3)cc2)ccc1C(=O)OC(C)(C)C,95.0
lab_07659,*Oc1ccc(-c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4Oc4ccccc4)cc3)cc2)cc1,*Oc1ccc(-c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4Oc4ccccc4)cc3)cc2)cc1,195.0
lab_03202,*CCCCCCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1cccc[n+]1C(=O)O*,*CCCCCCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1cccc[n+]1C(=O)O*,-20.0
lab_01291,*CCOCCOC(=O)C(CCCCCCC(=O)O*)OC(C)C,*CCOCCOC(=O)C(CCCCCCC(=O)O*)OC(C)C,-55.0
lab_07589,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(OC(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(OC(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-10.0
lab_00421,*Nc1ccccc1CNC(=O)NCCCCC(=O)NNC(=O)CCC(*)=O,*Nc1ccccc1CNC(=O)NCCCCC(=O)NNC(=O)CCC(*)=O,85.0
lab_08610,*CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCNC(=O)O*,*CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCNC(=O)O*,-30.0
lab_05377,*c1cccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2-c2ccccc2)c1,*c1cccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2-c2ccccc2)c1,320.0
lab_06236,*CCNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)CCCCCCC(=O)O*)cc2)cc1,*CCNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)CCCCCCC(=O)O*)cc2)cc1,95.0
lab_06765,*CCCCCCCCCCCCCCOCOC(=O)NC1CCCN(CCCCCCCCCCCCNC(=O)O*)OC1,*CCCCCCCCCCCCCCOCOC(=O)NC1CCCN(CCCCCCCCCCCCNC(=O)O*)OC1,-20.0
lab_05702,*/C=C/C1CC(*)C(N(C)C[Ge](C)C)C1,*/C=C/C1CC(*)C(N(C)C[Ge](C)C)C1,45.0
lab_05370,*CC(F)(F)C(F)(OCCOC(=O)O*)c1ccc(OC)cc1,*CC(F)(F)C(F)(OCCOC(=O)O*)c1ccc(OC)cc1,45.0
lab_09318,*CC(*)C(=O)N(Oc1ccc(Br)cc1)c1ccc(F)cc1,*CC(*)C(=O)N(Oc1ccc(Br)cc1)c1ccc(F)cc1,130.0
lab_02220,*/C=C/c1cc(CCCCCCCCCCCCCC)c(*)cc1OCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,*/C=C/c1cc(CCCCCCCCCCCCCC)c(*)cc1OCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,45.0
lab_03850,*CC(*)(C#N)C(=O)OCCCCCCCCOc1ccc(-c2ccc(C(=O)OCCOCCOCCOC)cc2)cc1,*CC(*)(C#N)C(=O)OCCCCCCCCOc1ccc(-c2ccc(C(=O)OCCOCCOCCOC)cc2)cc1,5.0
lab_03731,*OC(=O)CNC(=O)CCCCC(=O)NCCCCCC(*)=O,*OC(=O)CNC(=O)CCCCC(=O)NCCCCCC(*)=O,45.0
lab_08075,*c1ccc(-c2ccc(*)c(-c3ccccc3)c2-c2ccc(OCCOCCOCCOCCOCCOCCOCCOCCCCCC)cc2)cc1,*c1ccc(-c2ccc(*)c(-c3ccccc3)c2-c2ccc(OCCOCCOCCOCCOCCOCCOCCOCCCCCC)cc2)cc1,45.0
lab_06897,*Cc1ccc(C[Si](*)(C)C)o1,*Cc1ccc(C[Si](*)(C)C)o1,-30.0
lab_06704,*CCOCCOCCOCCOCCOCCOCCOc1cccc(CCCCCCCCOC(=O)c2ccc(O*)c(C)c2)c1,*CCOCCOCCOCCOCCOCCOCCOc1cccc(CCCCCCCCOC(=O)c2ccc(O*)c(C)c2)c1,-30.0
lab_07294,*N=C(*)c1ccc(CC)cc1,*N=C(*)c1ccc(CC)cc1,120.0
lab_06507,*CCOC(=O)Nc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)c([N+](=O)[O-])c1,*CCOC(=O)Nc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)c([N+](=O)[O-])c1,95.0
lab_09069,*Oc1ccc(NC(=O)c2cc(CCCC(N)CCCCCC(C)(C)C)c(*)cc2C)cc1,*Oc1ccc(NC(=O)c2cc(CCCC(N)CCCCCC(C)(C)C)c(*)cc2C)cc1,90.0
lab_09863,*CCCCCCCCCCOC(=O)c1ccc(CC(=O)OCCOc2ccc(O*)cc2)cc1,*CCCCCCCCCCOC(=O)c1ccc(CC(=O)OCCOc2ccc(O*)cc2)cc1,-10.0
lab_00335,*CCCCCCCCCCCCCCNC(=O)c1ccc(C(=S)N*)c(Oc2ccccc2)c1,*CCCCCCCCCCCCCCNC(=O)c1ccc(C(=S)N*)c(Oc2ccccc2)c1,45.0
lab_04677,*CC(*)C(=O)NCc1ccc(C)cc1C,*CC(*)C(=O)NCc1ccc(C)cc1C,130.0
lab_03973,*Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(NC(=O)c5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4)c(C)c3)cc2)c1C,*Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(NC(=O)c5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4)c(C)c3)cc2)c1C,260.0
lab_09828,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(/C=C(\C)c4ccc(C(C)(C)c5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,,195.0
lab_00251,*CC(*)c1ccc(C(=O)OCCCCCCOC(=O)c2ccc(OC(=O)O[Na])cc2)cc1,*CC(*)c1ccc(C(=O)OCCCCCCOC(=O)c2ccc(OC(=O)O[Na])cc2)cc1,45.0
lab_03444,*CCn1ccc(COS(=O)(=O)c2ccc(S(*)(=O)=O)cc2)c1,*CCn1ccc(COS(=O)(=O)c2ccc(S(*)(=O)=O)cc2)c1,120.0
lab_01556,*[Si](*)(CCCCC)CCCCCCCCCCC,*[Si](*)(CCCCC)CCCCCCCCCCC,-120.0
lab_07045,*/N=N/c1ccc(Cc2ccc(/N=N/c3ccc(O*)c(C(C)C)c3)cc2)cc1CCCC,*/N=N/c1ccc(Cc2ccc(/N=N/c3ccc(O*)c(C(C)C)c3)cc2)cc1CCCC,85.0
lab_02514,*CC[SH](*)(CC)CCCC(C)C,*CC[SH](*)(CC)CCCC(C)C,-40.0
lab_04928,*C#CC(C)CNC(=O)CCCCCCCCC(=O)NCCSCCC(=O)N*,*C#CC(C)CNC(=O)CCCCCCCCC(=O)NCCSCCC(=O)N*,-20.0
lab_00500,*NNC(=O)c1cccc(OC(=O)C(CCCCC)Oc2ccccc2-c2ccc(N=*)cc2)c1,*NNC(=O)c1cccc(OC(=O)C(CCCCC)Oc2ccccc2-c2ccc(N=*)cc2)c1,95.0
lab_05766,*c1ccc(/C(C)=N/c2ccc(N(*)[PH](=O)(=O)O)cc2)cc1,*c1ccc(/C(C)=N/c2ccc(N(*)[PH](=O)(=O)O)cc2)cc1,180.0
lab_00409,*CC(*)c1ccc(COC(CO)COCCOCCN(CC)c2ccc(F)cc2)cc1,*CC(*)c1ccc(COC(CO)COCCOCCN(CC)c2ccc(F)cc2)cc1,-20.0
lab_08444,*CCCCCCCCCC(C)CCC(=O)O*,*CCCCCCCCCC(C)CCC(=O)O*,-55.0
lab_09843,*CC(OC(C)(C)C)C(=O)OCCCCCOC(=O)C1CCC(*)OC1,*CC(OC(C)(C)C)C(=O)OCCCCCOC(=O)C1CCC(*)OC1,-20.0
lab_02618,*OC(=O)c1ccc(C(C)(C)c2ccc(C(=O)OC(C)CN(*)C(=O)c3ccccc3)cc2)cc1,*OC(=O)c1ccc(C(C)(C)c2ccc(C(=O)OC(C)CN(*)C(=O)c3ccccc3)cc2)cc1,120.0
lab_02185,*CC(*)c1cc(F)c(F)c(Br)c1Br,*CC(*)c1cc(F)c(F)c(Br)c1Br,100.0
lab_05043,*C(C)COC(*)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,*C(C)COC(*)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-20.0
lab_07576,*c1cc(*)c(C(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1C,*c1cc(*)c(C(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1C,145.0
lab_07970,*CCC(C)C(*)CC(=O)Nc1ccc(C)cc1,*CCC(C)C(*)CC(=O)Nc1ccc(C)cc1,90.0
lab_00477,*C#CCC#CC(=O)NCCCC(=O)OCCOc1ccc(C=*)cc1,*C#CCC#CC(=O)NCCCC(=O)OCCOc1ccc(C=*)cc1,55.0
lab_06182,*Nc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc1O,*Nc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc1O,250.0
lab_02517,*Cc1ccc([N+](=O)[O-])c(NC(=O)CCCCCCCCCCC(=O)N*)c1,*Cc1ccc([N+](=O)[O-])c(NC(=O)CCCCCCCCCCC(=O)N*)c1,45.0
lab_01786,*CCOCCOCCOC(=O)c1ccc(C(C)(CCC(=O)O*)c2ccc([N+](=O)[O-])cc2)cc1,*CCOCCOCCOC(=O)c1ccc(C(C)(CCC(=O)O*)c2ccc([N+](=O)[O-])cc2)cc1,20.0
lab_06505,*NC(CCC(=O)OCCOC(=O)c1ccccc1C(*)=O)C(=O)OC,*NC(CCC(=O)OCCOC(=O)c1ccccc1C(*)=O)C(=O)OC,40.0
lab_04186,*CC(*)/C=C/CCCCCC,*CC(*)/C=C/CCCCCC,-55.0
lab_08826,*CC(*)(C)C(=O)OCc1ccc(C)cc1O,*CC(*)(C)C(=O)OCc1ccc(C)cc1O,85.0
lab_05013,*CCCCCCCC(=O)Oc1ccc(Oc2ccc(O*)cc2C)c(OC)c1,*CCCCCCCC(=O)Oc1ccc(Oc2ccc(O*)cc2C)c(OC)c1,45.0
lab_02830,*C(*)CCCCCCCCCC(=O)Nc1ccc(C=Cc2ccc(N(C)C)cc2)cc1,*C(*)CCCCCCCCCC(=O)Nc1ccc(C=Cc2ccc(N(C)C)cc2)cc1,45.0
lab_06617,*CC(*)(CC(=O)OCC(C)CCCC)C(=O)OCC1CCCC1,*CC(*)(CC(=O)OCC(C)CCCC)C(=O)OCC1CCCC1,-20.0
lab_02201,*Oc1ccc(OC(=O)c2cccc(C(=O)OC(=O)c3ccc(Cc4ccc(*)c(C(C)(C)C)c4)cc3)c2)cc1C,*Oc1ccc(OC(=O)c2cccc(C(=O)OC(=O)c3ccc(Cc4ccc(*)c(C(C)(C)C)c4)cc3)c2)cc1C,145.0
lab_05505,*O[Si](C)(C)CCCCCCIC(=O)NCc1cccc([PH](*)(=O)=O)c1,*O[Si](C)(C)CCCCCCIC(=O)NCc1cccc([PH](*)(=O)=O)c1,-20.0
lab_04989,*/C=C/c1cc(OCCC(C)C)c(*)cc1OCCCCCCCCCC,*/C=C/c1cc(OCCC(C)C)c(*)cc1OCCCCCCCCCC,-20.0
lab_07030,*OC(=O)c1ccccc1C(=O)OCC(*)(C)C(=O)OCCCCCCCC,*OC(=O)c1ccccc1C(=O)OCC(*)(C)C(=O)OCCCCCCCC,-20.0
lab_03413,*CCCCCCCCCCCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)CCCCCCC(=O)O*,*CCCCCCCCCCCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)CCCCCCC(=O)O*,15.0
lab_02632,*C/C=C/CCC(CC)COC(=O)c1ccc(C(=O)O*)cc1,*C/C=C/CCC(CC)COC(=O)c1ccc(C(=O)O*)cc1,-20.0
lab_01555,*c1ccc2c(c1)C=Nc1cc(*)ccc1N2CCC#N,*c1ccc2c(c1)C=Nc1cc(*)ccc1N2CCC#N,250.0
lab_07439,*CCCCCCC(=O)Nc1ccccc1N*,*CCCCCCC(=O)Nc1ccccc1N*,65.0
lab_08101,*Sc1ccccc1CCCNC(*)=O,*Sc1ccccc1CCCNC(*)=O,45.0
lab_09409,*[SiH](*)c1ccccc1C(C)C,*[SiH](*)c1ccccc1C(C)C,45.0
lab_05660,*C#CC(*)CNS(=O)(=O)C(C)C,*C#CC(*)CNS(=O)(=O)C(C)C,85.0
lab_05579,*Oc1ccc(NC(=O)c2ccc(NC(=O)CCCCCCCCC(=O)Nc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,*Oc1ccc(NC(=O)c2ccc(NC(=O)CCCCCCCCC(=O)Nc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,130.0
lab_04773,*Oc1ccc(/C(C)=N/N=*)cc1Cl,*Oc1ccc(/C(C)=N/N=*)cc1Cl,130.0
lab_09826,*/C=N/c1ccc(-c2ccc(-c3ccc(*)nc3)cc2)cc1,*/C=N/c1ccc(-c2ccc(-c3ccc(*)nc3)cc2)cc1,180.0
lab_06609,*CCCCS(=O)(=O)CCCCCS(=O)(=O)CCCCC(=O)O*,*CCCCS(=O)(=O)CCCCCS(=O)(=O)CCCCC(=O)O*,-20.0
lab_08136,*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(*)cc5)cc4)cc3)cc2)cc1,*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(*)cc5)cc4)cc3)cc2)cc1,280.0
lab_04814,*CCNC(=O)CCCCCCCCC(=O)NCCCCCCCN*,*CCNC(=O)CCCCCCCCC(=O)NCCCCCCCN*,40.0
lab_06329,*OC(=O)CC(C)(C)O*,*OC(=O)CC(C)(C)O*,15.0
lab_03957,*O[Si](C)(C)CCc1cc([Si](*)(c2ccc(F)cc2)(C(F)(F)F)C(F)(F)F)ccc1OCC(F)(F)C(F)(F)F,*O[Si](C)(C)CCc1cc([Si](*)(c2ccc(F)cc2)(C(F)(F)F)C(F)(F)F)ccc1OCC(F)(F)C(F)(F)F,45.0
lab_05038,*CC(*)OC(=O)c1cc(OC)c(OC)c(OC)c1,*CC(*)OC(=O)c1cc(OC)c(OC)c(OC)c1,45.0
lab_00800,*CC(F)(F)C(F)(F)CNC(=O)CCCC(=O)N(*)CC(F)(F)C(F)(F)F,*CC(F)(F)C(F)(F)CNC(=O)CCCC(=O)N(*)CC(F)(F)C(F)(F)F,65.0
lab_05607,*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(F)c5c(=O)n(*)c(=O)c5c(C(F)(F)F)c4c3=O)c2)c1,*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(F)c5c(=O)n(*)c(=O)c5c(C(F)(F)F)c4c3=O)c2)c1,320.0
lab_05909,*OC(=O)c1ccc(C(C)(C)c2ccc(C(*)=O)c(C)c2)cc1C,*OC(=O)c1ccc(C(C)(C)c2ccc(C(*)=O)c(C)c2)cc1C,165.0
lab_01568,*Oc1ccc(-c2ccc(OCCCCCCOc3ccc(/C=N/CCN=Cc4ccc(C(*)=O)cc4)cc3)cc2)cc1,*Oc1ccc(-c2ccc(OCCCCCCOc3ccc(/C=N/CCN=Cc4ccc(C(*)=O)cc4)cc3)cc2)cc1,55.0
lab_07493,*CC(*)(C)C(=O)OCCCCCCCCCCCOc1cccc(OC(=O)c2ccc(OCCOCCOC)cc2)c1,*CC(*)(C)C(=O)OCCCCCCCCCCCOc1cccc(OC(=O)c2ccc(OCCOCCOC)cc2)c1,-25.0
lab_00479,*CCN(CCOC(=O)C(F)(F)C(*)(F)F)C(F)(Cl)C(=O)OCC,*CCN(CCOC(=O)C(F)(F)C(*)(F)F)C(F)(Cl)C(=O)OCC,45.0
lab_07721,*CC(CCl)C(C)CC(N)(CCl)C(=O)O*,*CC(CCl)C(C)CC(N)(CCl)C(=O)O*,120.0
lab_08616,*Oc1ccc(Oc2ccc(S(=O)(=O)Oc3c(F)c(F)c(*)c(F)c3F)c(Cl)c2F)cc1,*Oc1ccc(Oc2ccc(S(=O)(=O)Oc3c(F)c(F)c(*)c(F)c3F)c(Cl)c2F)cc1,145.0
lab_09739,*NC(*)C1CCCC1,*NC(*)C1CCCC1,90.0
lab_07691,*CCCOC(=O)CCCCCC(=O)OO*,*CCCOC(=O)CCCCCC(=O)OO*,-55.0
lab_05337,*CC(*)(C#N)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*CC(*)(C#N)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,65.0
lab_02814,*Oc1ccc(NC(=O)OCCCCCCCCOC(=O)Nc2ccc(Oc3ccc(OC(*)=O)cc3)cc2)c(OC(=O)OCC)c1,*Oc1ccc(NC(=O)OCCCCCCCCOC(=O)Nc2ccc(Oc3ccc(OC(*)=O)cc3)cc2)c(OC(=O)OCC)c1,45.0
lab_09017,*CCCOc1ccc(C(=O)OCCCCCCOc2ccc(O*)cc2)cc1,*CCCOc1ccc(C(=O)OCCCCCCOc2ccc(O*)cc2)cc1,-10.0
lab_05014,*CCN(CCCCCCC)NS(=O)(=S)C(=O)NNC(=O)CCCCC(=O)N*,*CCN(CCCCCCC)NS(=O)(=S)C(=O)NNC(=O)CCCCC(=O)N*,45.0
lab_07531,*CC(C)(C)COC(=O)c1cccc(COc2ccc(C(=O)O*)cc2)c1,*CC(C)(C)COC(=O)c1cccc(COc2ccc(C(=O)O*)cc2)c1,65.0
lab_09460,*N=[PH](*)(Oc1ccc(I)cc1)SC,*N=[PH](*)(Oc1ccc(I)cc1)SC,15.0
